row_ID,sample_ID,collection_datetime_UTC,variable,value,units,censor_code
4114,209,1/25/1996 14:10,TOC,0.9,mg/L,
4116,209,1/25/1996 14:10,SOC,0.7,mg/L,
4117,209,1/25/1996 14:10,SKN,0.37,mg/L,
4118,209,1/25/1996 14:10,pH as H+,1.472472057,mol/L,
4119,209,1/25/1996 14:10,Precip,0.89,in,
4123,209,1/25/1996 14:10,BktVol,1560,mL,
4128,209,1/25/1996 14:10,SpCond,25,us/cm,
4112,209,1/25/1996 14:10,TSP,2,ug P/L,
4126,209,1/25/1996 14:10,MRP,0.5,ug P/L,
4125,209,1/25/1996 14:10,Pb,2.5,ug/L,
4139,210,1/29/1996 13:30,NO2,1,mg N/L,
4140,210,1/29/1996 13:30,NH4,0.075,mg N/L,
4146,210,1/29/1996 13:30,NO3,0.26,mg N/L,
4130,210,1/29/1996 13:30,Precip,1.19,in,
4131,210,1/29/1996 13:30,TOC,0.3,mg/L,
4133,210,1/29/1996 13:30,SOC,0.2,mg/L,
4134,210,1/29/1996 13:30,SKN,0.11,mg/L,
4135,210,1/29/1996 13:30,pH as H+,1.517322624,mol/L,
4136,210,1/29/1996 13:30,pH,4.56,standard units,
4142,210,1/29/1996 13:30,SpCond,17,us/cm,
4144,210,1/29/1996 13:30,BktVol,1800,mL,
4129,210,1/29/1996 13:30,TSP,1,ug P/L,
4141,210,1/29/1996 13:30,MRP,2,ug P/L,
4138,210,1/29/1996 13:30,Pb,2.5,ug/L,
4156,211,2/22/1996 16:45,NO3,0.38,mg N/L,
4162,211,2/22/1996 16:45,NH4,0.15,mg N/L,
4163,211,2/22/1996 16:45,NO2,1,mg N/L,
4147,211,2/22/1996 16:45,pH,4.11,standard units,
4149,211,2/22/1996 16:45,TOC,0.9,mg/L,
4151,211,2/22/1996 16:45,SOC,0.7,mg/L,
4152,211,2/22/1996 16:45,SKN,0.2,mg/L,
4153,211,2/22/1996 16:45,pH as H+,1.413423029,mol/L,
4154,211,2/22/1996 16:45,Precip,1.06,in,
4158,211,2/22/1996 16:45,BktVol,760,mL,
4164,211,2/22/1996 16:45,SpCond,29,us/cm,
4155,211,2/22/1996 16:45,TSP,4,ug P/L,
4161,211,2/22/1996 16:45,MRP,2,ug P/L,
4160,211,2/22/1996 16:45,Pb,0.5,ug/L,
4174,212,4/17/1996 12:45,NO3,0.19,mg N/L,
4175,212,4/17/1996 12:45,NO2,1,mg N/L,
4176,212,4/17/1996 12:45,NH4,0.1,mg N/L,
4165,212,4/17/1996 12:45,pH,4.38,standard units,
4169,212,4/17/1996 12:45,SOC,0.4,mg/L,
4170,212,4/17/1996 12:45,SKN,0.22,mg/L,
4171,212,4/17/1996 12:45,pH as H+,1.477048724,mol/L,
4172,212,4/17/1996 12:45,Precip,2.3,in,
4173,212,4/17/1996 12:45,TOC,0.5,mg/L,
4178,212,4/17/1996 12:45,SpCond,15.5,us/cm,
4180,212,4/17/1996 12:45,BktVol,3680,mL,
4166,212,4/17/1996 12:45,TSP,1,ug P/L,
4177,212,4/17/1996 12:45,MRP,0.5,ug P/L,
4182,212,4/17/1996 12:45,Pb,2.5,ug/L,
4190,213,5/11/1996 15:00,NO3,0.54,mg N/L,
4191,213,5/11/1996 15:00,NO2,1,mg N/L,
4192,213,5/11/1996 15:00,NH4,0.21,mg N/L,
4185,213,5/11/1996 15:00,TOC,0.8,mg/L,
4187,213,5/11/1996 15:00,SOC,0.8,mg/L,
4188,213,5/11/1996 15:00,SKN,0.35,mg/L,
4189,213,5/11/1996 15:00,Precip,1.08,in,
4194,213,5/11/1996 15:00,SpCond,35,us/cm,
4196,213,5/11/1996 15:00,BktVol,1615,mL,
4183,213,5/11/1996 15:00,TSP,4,ug P/L,
4193,213,5/11/1996 15:00,MRP,2,ug P/L,
4197,213,5/11/1996 15:00,Pb,2.5,ug/L,
4205,214,5/13/1996 14:30,NH4,0.015,mg N/L,
4206,214,5/13/1996 14:30,NO3,0.1,mg N/L,
4207,214,5/13/1996 14:30,NO2,1,mg N/L,
4198,214,5/13/1996 14:30,SKN,0.08,mg/L,
4200,214,5/13/1996 14:30,TOC,0.1,mg/L,
4202,214,5/13/1996 14:30,SOC,0.1,mg/L,
4204,214,5/13/1996 14:30,Precip,1.26,in,
4209,214,5/13/1996 14:30,SpCond,7,us/cm,
4211,214,5/13/1996 14:30,BktVol,2080,mL,
4203,214,5/13/1996 14:30,TSP,1,ug P/L,
4208,214,5/13/1996 14:30,MRP,2,ug P/L,
4212,214,5/13/1996 14:30,Pb,2.5,ug/L,
4221,215,10/21/1996 14:00,NO3,0.38,mg N/L,
4222,215,10/21/1996 14:00,NO2,1,mg N/L,
4223,215,10/21/1996 14:00,NH4,0.21,mg N/L,
4215,215,10/21/1996 14:00,TOC,0.7,mg/L,
4217,215,10/21/1996 14:00,SOC,0.6,mg/L,
4218,215,10/21/1996 14:00,SKN,0.2,mg/L,
4219,215,10/21/1996 14:00,Precip,0.75,in,
4226,215,10/21/1996 14:00,BktVol,2000,mL,
4213,215,10/21/1996 14:00,TSP,1,ug P/L,
4224,215,10/21/1996 14:00,MRP,0.5,ug P/L,
4220,215,10/21/1996 14:00,Pb,2.5,ug/L,
4235,216,11/9/1996 21:25,NO3,0.08,mg N/L,
4236,216,11/9/1996 21:25,NO2,1,mg N/L,
4237,216,11/9/1996 21:25,NH4,0.05,mg N/L,
4229,216,11/9/1996 21:25,TOC,1.4,mg/L,
4231,216,11/9/1996 21:25,SOC,0.3,mg/L,
4232,216,11/9/1996 21:25,SKN,0.085,mg/L,
4233,216,11/9/1996 21:25,Precip,1.6,in,
4234,216,11/9/1996 21:25,BktVol,2660,mL,
4239,216,11/9/1996 21:25,SpCond,7,us/cm,
4227,216,11/9/1996 21:25,TSP,1,ug P/L,
4238,216,11/9/1996 21:25,MRP,0.5,ug P/L,
4241,216,11/9/1996 21:25,Pb,2.5,ug/L,
4251,217,11/21/1996 12:45,NO3,0.3,mg N/L,
4257,217,11/21/1996 12:45,NH4,0.08,mg N/L,
4258,217,11/21/1996 12:45,NO2,1,mg N/L,
4244,217,11/21/1996 12:45,TOC,0.6,mg/L,
4246,217,11/21/1996 12:45,SOC,0.5,mg/L,
4247,217,11/21/1996 12:45,SKN,0.095,mg/L,
4248,217,11/21/1996 12:45,pH as H+,1.474763009,mol/L,
4249,217,11/21/1996 12:45,Precip,0.83,in,
4250,217,11/21/1996 12:45,pH,4.37,standard units,
4253,217,11/21/1996 12:45,BktVol,1410,mL,
4259,217,11/21/1996 12:45,SpCond,19,us/cm,
4242,217,11/21/1996 12:45,TSP,2,ug P/L,
4256,217,11/21/1996 12:45,MRP,0.5,ug P/L,
4255,217,11/21/1996 12:45,Pb,2.5,ug/L,
4270,218,12/2/1996 13:30,NO3,0.12,mg N/L,
4271,218,12/2/1996 13:30,NO2,1,mg N/L,
4272,218,12/2/1996 13:30,NH4,0.043,mg N/L,
4260,218,12/2/1996 13:30,pH,4.76,standard units,
4263,218,12/2/1996 13:30,TOC,0.3,mg/L,
4265,218,12/2/1996 13:30,SOC,0.3,mg/L,
4266,218,12/2/1996 13:30,SKN,0.075,mg/L,
4267,218,12/2/1996 13:30,pH as H+,1.560247668,mol/L,
4268,218,12/2/1996 13:30,Precip,2.79,in,
4274,218,12/2/1996 13:30,SpCond,8,us/cm,
4276,218,12/2/1996 13:30,BktVol,5015,mL,
4261,218,12/2/1996 13:30,TSP,1,ug P/L,
4273,218,12/2/1996 13:30,MRP,0.5,ug P/L,
4269,218,12/2/1996 13:30,Pb,2.5,ug/L,
4287,219,1/10/1997 13:50,NO3,0.17,mg N/L,
4293,219,1/10/1997 13:50,NH4,0.034,mg N/L,
4294,219,1/10/1997 13:50,NO2,1,mg N/L,
4279,219,1/10/1997 13:50,TOC,0.1,mg/L,
4281,219,1/10/1997 13:50,SOC,0.1,mg/L,
4282,219,1/10/1997 13:50,SKN,0.04,mg/L,
4283,219,1/10/1997 13:50,pH as H+,1.545432582,mol/L,
4284,219,1/10/1997 13:50,pH,4.69,standard units,
4285,219,1/10/1997 13:50,Precip,0.34,in,
4289,219,1/10/1997 13:50,BktVol,1043,mL,
4295,219,1/10/1997 13:50,SpCond,7,us/cm,
4286,219,1/10/1997 13:50,TSP,1,ug P/L,
4292,219,1/10/1997 13:50,MRP,0.5,ug P/L,
4291,219,1/10/1997 13:50,Pb,2.5,ug/L,
4305,220,1/28/1997 13:45,NO3,0.34,mg N/L,
4311,220,1/28/1997 13:45,NH4,0.055,mg N/L,
4312,220,1/28/1997 13:45,NO2,1,mg N/L,
4296,220,1/28/1997 13:45,pH,4.36,standard units,
4298,220,1/28/1997 13:45,TOC,0.1,mg/L,
4300,220,1/28/1997 13:45,SOC,0.1,mg/L,
4301,220,1/28/1997 13:45,SKN,0.08,mg/L,
4302,220,1/28/1997 13:45,pH as H+,1.472472057,mol/L,
4303,220,1/28/1997 13:45,Precip,0.88,in,
4307,220,1/28/1997 13:45,BktVol,2340,mL,
4313,220,1/28/1997 13:45,SpCond,15,us/cm,
4304,220,1/28/1997 13:45,TSP,1,ug P/L,
4310,220,1/28/1997 13:45,MRP,0.5,ug P/L,
4309,220,1/28/1997 13:45,Pb,2.5,ug/L,
4324,221,2/6/1997 13:10,NO2,1,mg N/L,
4325,221,2/6/1997 13:10,NH4,0.097,mg N/L,
4331,221,2/6/1997 13:10,NO3,0.37,mg N/L,
4314,221,2/6/1997 13:10,Precip,0.78,in,
4316,221,2/6/1997 13:10,TOC,0.8,mg/L,
4318,221,2/6/1997 13:10,SOC,0.5,mg/L,
4319,221,2/6/1997 13:10,SKN,0.1,mg/L,
4320,221,2/6/1997 13:10,pH as H+,1.467874348,mol/L,
4321,221,2/6/1997 13:10,pH,4.34,standard units,
4327,221,2/6/1997 13:10,SpCond,17,us/cm,
4329,221,2/6/1997 13:10,BktVol,1940,mL,
4322,221,2/6/1997 13:10,TSP,3,ug P/L,
4326,221,2/6/1997 13:10,MRP,0.5,ug P/L,
4323,221,2/6/1997 13:10,Pb,2.5,ug/L,
4341,222,2/18/1997 13:10,NO2,1,mg N/L,
4342,222,2/18/1997 13:10,NO3,0.21,mg N/L,
4343,222,2/18/1997 13:10,NH4,0.048,mg N/L,
4333,222,2/18/1997 13:10,pH as H+,1.510721939,mol/L,
4334,222,2/18/1997 13:10,SKN,0.05,mg/L,
4337,222,2/18/1997 13:10,TOC,0.6,mg/L,
4338,222,2/18/1997 13:10,pH,4.53,standard units,
4339,222,2/18/1997 13:10,SOC,0.5,mg/L,
4340,222,2/18/1997 13:10,Precip,0.29,in,
4345,222,2/18/1997 13:10,SpCond,13,us/cm,
4347,222,2/18/1997 13:10,BktVol,795,mL,
4332,222,2/18/1997 13:10,TSP,1,ug P/L,
4344,222,2/18/1997 13:10,MRP,0.5,ug P/L,
4349,222,2/18/1997 13:10,Pb,2.5,ug/L,
4360,223,2/28/1997 13:30,NO3,0.36,mg N/L,
4361,223,2/28/1997 13:30,NO2,1,mg N/L,
4362,223,2/28/1997 13:30,NH4,0.165,mg N/L,
4350,223,2/28/1997 13:30,pH as H+,1.446918983,mol/L,
4351,223,2/28/1997 13:30,SKN,0.19,mg/L,
4352,223,2/28/1997 13:30,SOC,0.6,mg/L,
4354,223,2/28/1997 13:30,TOC,0.7,mg/L,
4356,223,2/28/1997 13:30,pH,4.25,standard units,
4358,223,2/28/1997 13:30,Precip,0.41,in,
4364,223,2/28/1997 13:30,SpCond,23,us/cm,
4366,223,2/28/1997 13:30,BktVol,1360,mL,
4353,223,2/28/1997 13:30,TSP,1,ug P/L,
4363,223,2/28/1997 13:30,MRP,0.5,ug P/L,
4359,223,2/28/1997 13:30,Pb,2.5,ug/L,
4377,224,3/6/1997 17:00,NO3,0.41,mg N/L,
4378,224,3/6/1997 17:00,NO2,1,mg N/L,
4379,224,3/6/1997 17:00,NH4,0.19,mg N/L,
4371,224,3/6/1997 17:00,SOC,0.4,mg/L,
4372,224,3/6/1997 17:00,SKN,0.24,mg/L,
4373,224,3/6/1997 17:00,pH as H+,1.458615023,mol/L,
4374,224,3/6/1997 17:00,pH,4.3,standard units,
4375,224,3/6/1997 17:00,Precip,0.82,in,
4376,224,3/6/1997 17:00,TOC,0.4,mg/L,
4381,224,3/6/1997 17:00,SpCond,21,us/cm,
4383,224,3/6/1997 17:00,BktVol,1680,mL,
4369,224,3/6/1997 17:00,TSP,1,ug P/L,
4380,224,3/6/1997 17:00,MRP,0.5,ug P/L,
4385,224,3/6/1997 17:00,Pb,2.5,ug/L,
4394,225,3/10/1997 21:30,NO3,0.46,mg N/L,
4395,225,3/10/1997 21:30,NO2,1,mg N/L,
4396,225,3/10/1997 21:30,NH4,0.052,mg N/L,
4388,225,3/10/1997 21:30,TOC,0.3,mg/L,
4390,225,3/10/1997 21:30,SOC,0.2,mg/L,
4391,225,3/10/1997 21:30,SKN,0.08,mg/L,
4392,225,3/10/1997 21:30,Precip,0.39,in,
4398,225,3/10/1997 21:30,SpCond,18,us/cm,
4400,225,3/10/1997 21:30,BktVol,570,mL,
4386,225,3/10/1997 21:30,TSP,1,ug P/L,
4397,225,3/10/1997 21:30,MRP,0.5,ug P/L,
4393,225,3/10/1997 21:30,Pb,2.5,ug/L,
4411,226,3/16/1997 18:30,NO3,0.21,mg N/L,
4412,226,3/16/1997 18:30,NO2,1,mg N/L,
4413,226,3/16/1997 18:30,NH4,0.066,mg N/L,
4403,226,3/16/1997 18:30,TOC,0.2,mg/L,
4405,226,3/16/1997 18:30,SOC,0.2,mg/L,
4406,226,3/16/1997 18:30,SKN,0.08,mg/L,
4407,226,3/16/1997 18:30,pH as H+,1.492904096,mol/L,
4408,226,3/16/1997 18:30,pH,4.45,standard units,
4409,226,3/16/1997 18:30,Precip,1.2,in,
4415,226,3/16/1997 18:30,SpCond,15,us/cm,
4417,226,3/16/1997 18:30,BktVol,1985,mL,
4401,226,3/16/1997 18:30,TSP,1,ug P/L,
4414,226,3/16/1997 18:30,MRP,0.5,ug P/L,
4418,226,3/16/1997 18:30,Pb,2.5,ug/L,
4427,227,3/25/1997 12:45,NO2,1,mg N/L,
4428,227,3/25/1997 12:45,NH4,1.07,mg N/L,
4421,227,3/25/1997 12:45,TOC,1.3,mg/L,
4423,227,3/25/1997 12:45,SOC,1.3,mg/L,
4426,227,3/25/1997 12:45,Precip,0.44,in,
4430,227,3/25/1997 12:45,SpCond,52,us/cm,
4432,227,3/25/1997 12:45,BktVol,700,mL,
4419,227,3/25/1997 12:45,TSP,3,ug P/L,
4429,227,3/25/1997 12:45,MRP,0.5,ug P/L,
4425,227,3/25/1997 12:45,Pb,2.5,ug/L,
4444,228,3/27/1997 12:00,NO3,0.71,mg N/L,
4445,228,3/27/1997 12:00,NO2,1,mg N/L,
4446,228,3/27/1997 12:00,NH4,0.27,mg N/L,
4436,228,3/27/1997 12:00,TOC,1.1,mg/L,
4438,228,3/27/1997 12:00,SOC,1.1,mg/L,
4439,228,3/27/1997 12:00,SKN,1.9,mg/L,
4440,228,3/27/1997 12:00,pH as H+,1.423108334,mol/L,
4441,228,3/27/1997 12:00,pH,4.15,standard units,
4442,228,3/27/1997 12:00,Precip,0.67,in,
4448,228,3/27/1997 12:00,SpCond,36,us/cm,
4450,228,3/27/1997 12:00,BktVol,1005,mL,
4434,228,3/27/1997 12:00,TSP,5,ug P/L,
4447,228,3/27/1997 12:00,MRP,0.5,ug P/L,
4451,228,3/27/1997 12:00,Pb,2.5,ug/L,
4462,229,4/1/1997 12:00,NO3,0.18,mg N/L,
4463,229,4/1/1997 12:00,NO2,1,mg N/L,
4464,229,4/1/1997 12:00,NH4,0.15,mg N/L,
4452,229,4/1/1997 12:00,pH as H+,1.474763009,mol/L,
4453,229,4/1/1997 12:00,SKN,0.21,mg/L,
4454,229,4/1/1997 12:00,SOC,0.6,mg/L,
4455,229,4/1/1997 12:00,pH,4.37,standard units,
4456,229,4/1/1997 12:00,TOC,0.6,mg/L,
4460,229,4/1/1997 12:00,Precip,1.18,in,
4466,229,4/1/1997 12:00,SpCond,19,us/cm,
4468,229,4/1/1997 12:00,BktVol,2520,mL,
4458,229,4/1/1997 12:00,TSP,2,ug P/L,
4465,229,4/1/1997 12:00,MRP,0.5,ug P/L,
4469,229,4/1/1997 12:00,Pb,2.5,ug/L,
4480,230,4/29/1997 13:45,NO3,0.01,mg N/L,
4485,230,4/29/1997 13:45,NH4,0.13,mg N/L,
4486,230,4/29/1997 13:45,NO2,1,mg N/L,
4470,230,4/29/1997 13:45,pH as H+,1.5518088,mol/L,
4471,230,4/29/1997 13:45,SKN,0.16,mg/L,
4472,230,4/29/1997 13:45,SOC,0.4,mg/L,
4474,230,4/29/1997 13:45,TOC,0.5,mg/L,
4476,230,4/29/1997 13:45,pH,4.72,standard units,
4478,230,4/29/1997 13:45,Precip,1.47,in,
4481,230,4/29/1997 13:45,BktVol,2395,mL,
4483,230,4/29/1997 13:45,SpCond,14,us/cm,
4473,230,4/29/1997 13:45,TSP,2,ug P/L,
4487,230,4/29/1997 13:45,MRP,0.5,ug P/L,
4484,230,4/29/1997 13:45,Pb,2.5,ug/L,
4499,231,5/5/1997 12:20,NH4,0.21,mg N/L,
4505,231,5/5/1997 12:20,NO3,0.262,mg N/L,
4489,231,5/5/1997 12:20,Precip,1.08,in,
4490,231,5/5/1997 12:20,TOC,1,mg/L,
4492,231,5/5/1997 12:20,SOC,0.8,mg/L,
4493,231,5/5/1997 12:20,SKN,0.26,mg/L,
4494,231,5/5/1997 12:20,pH as H+,1.562346305,mol/L,
4495,231,5/5/1997 12:20,pH,4.77,standard units,
4501,231,5/5/1997 12:20,SpCond,43,us/cm,
4503,231,5/5/1997 12:20,BktVol,1755,mL,
4488,231,5/5/1997 12:20,TSP,1,ug P/L,
4500,231,5/5/1997 12:20,MRP,0.5,ug P/L,
4497,231,5/5/1997 12:20,Pb,2.5,ug/L,
4515,232,8/22/1997 14:35,NO3,0.45,mg N/L,
4517,232,8/22/1997 14:35,NH4,0.069,mg N/L,
4506,232,8/22/1997 14:35,pH,4.59,standard units,
4508,232,8/22/1997 14:35,TOC,1,mg/L,
4510,232,8/22/1997 14:35,SOC,0.8,mg/L,
4511,232,8/22/1997 14:35,SKN,0.13,mg/L,
4512,232,8/22/1997 14:35,pH as H+,1.523880024,mol/L,
4513,232,8/22/1997 14:35,Precip,2.11,in,
4519,232,8/22/1997 14:35,SpCond,13,us/cm,
4521,232,8/22/1997 14:35,BktVol,3450,mL,
4514,232,8/22/1997 14:35,TSP,3,ug P/L,
4518,232,8/22/1997 14:35,MRP,1,ug P/L,
4523,232,8/22/1997 14:35,Pb,2.5,ug/L,
4532,233,8/28/1997 11:50,NO3,0.544,mg N/L,
4534,233,8/28/1997 11:50,NH4,0.38,mg N/L,
4526,233,8/28/1997 11:50,TOC,2.8,mg/L,
4528,233,8/28/1997 11:50,SOC,2.2,mg/L,
4529,233,8/28/1997 11:50,SKN,0.5,mg/L,
4530,233,8/28/1997 11:50,Precip,1.02,in,
4538,233,8/28/1997 11:50,BktVol,1725,mL,
4524,233,8/28/1997 11:50,TSP,4,ug P/L,
4535,233,8/28/1997 11:50,MRP,0.5,ug P/L,
4531,233,8/28/1997 11:50,Pb,2.5,ug/L,
4549,234,9/12/1997 12:00,NO3,0.239,mg N/L,
4551,234,9/12/1997 12:00,NH4,0.14,mg N/L,
4541,234,9/12/1997 12:00,TOC,1.1,mg/L,
4543,234,9/12/1997 12:00,SOC,0.66,mg/L,
4544,234,9/12/1997 12:00,SKN,0.2,mg/L,
4545,234,9/12/1997 12:00,pH as H+,1.523880024,mol/L,
4546,234,9/12/1997 12:00,pH,4.59,standard units,
4547,234,9/12/1997 12:00,Precip,1.08,in,
4553,234,9/12/1997 12:00,SpCond,17,us/cm,
4555,234,9/12/1997 12:00,BktVol,1760,mL,
4539,234,9/12/1997 12:00,TSP,1,ug P/L,
4552,234,9/12/1997 12:00,MRP,0.5,ug P/L,
4556,234,9/12/1997 12:00,Pb,2.5,ug/L,
4566,235,9/29/1997 19:35,NO3,0.0025,mg N/L,
4572,235,9/29/1997 19:35,NH4,0.021,mg N/L,
4559,235,9/29/1997 19:35,TOC,0.7,mg/L,
4561,235,9/29/1997 19:35,SOC,0.5,mg/L,
4562,235,9/29/1997 19:35,SKN,0.09,mg/L,
4563,235,9/29/1997 19:35,pH as H+,1.615419984,mol/L,
4564,235,9/29/1997 19:35,Precip,1.04,in,
4565,235,9/29/1997 19:35,pH,5.03,standard units,
4568,235,9/29/1997 19:35,BktVol,1775,mL,
4574,235,9/29/1997 19:35,SpCond,5,us/cm,
4557,235,9/29/1997 19:35,TSP,2,ug P/L,
4571,235,9/29/1997 19:35,MRP,0.5,ug P/L,
4570,235,9/29/1997 19:35,Pb,2.5,ug/L,
4584,236,10/6/1997 12:15,NO3,0.352,mg N/L,
4590,236,10/6/1997 12:15,NH4,0.18,mg N/L,
4575,236,10/6/1997 12:15,pH,4.28,standard units,
4577,236,10/6/1997 12:15,TOC,1.9,mg/L,
4579,236,10/6/1997 12:15,SOC,1.7,mg/L,
4580,236,10/6/1997 12:15,SKN,0.31,mg/L,
4581,236,10/6/1997 12:15,pH as H+,1.45395301,mol/L,
4582,236,10/6/1997 12:15,Precip,0.98,in,
4586,236,10/6/1997 12:15,BktVol,1625,mL,
4592,236,10/6/1997 12:15,SpCond,26,us/cm,
4583,236,10/6/1997 12:15,TSP,1,ug P/L,
4589,236,10/6/1997 12:15,MRP,1,ug P/L,
4588,236,10/6/1997 12:15,Pb,2.5,ug/L,
4603,237,10/27/1997 15:30,NO2,1.5,mg N/L,
4604,237,10/27/1997 15:30,NH4,0.054,mg N/L,
4610,237,10/27/1997 15:30,NO3,0.17,mg N/L,
4593,237,10/27/1997 15:30,Precip,1.26,in,
4595,237,10/27/1997 15:30,TOC,0.9,mg/L,
4597,237,10/27/1997 15:30,SOC,0.8,mg/L,
4598,237,10/27/1997 15:30,SKN,0.09,mg/L,
4599,237,10/27/1997 15:30,pH as H+,1.553925203,mol/L,
4600,237,10/27/1997 15:30,pH,4.73,standard units,
4606,237,10/27/1997 15:30,SpCond,10,us/cm,
4608,237,10/27/1997 15:30,BktVol,2200,mL,
4601,237,10/27/1997 15:30,TSP,2,ug P/L,
4605,237,10/27/1997 15:30,MRP,0.5,ug P/L,
4602,237,10/27/1997 15:30,Pb,2.5,ug/L,
4621,238,11/3/1997 13:30,NO3,0.067,mg N/L,
4622,238,11/3/1997 13:30,NO2,1.5,mg N/L,
4623,238,11/3/1997 13:30,NH4,0.041,mg N/L,
4611,238,11/3/1997 13:30,pH as H+,1.60341984,mol/L,
4612,238,11/3/1997 13:30,SKN,0.09,mg/L,
4613,238,11/3/1997 13:30,SOC,1.3,mg/L,
4615,238,11/3/1997 13:30,TOC,1.3,mg/L,
4617,238,11/3/1997 13:30,pH,4.97,standard units,
4619,238,11/3/1997 13:30,Precip,1.5,in,
4625,238,11/3/1997 13:30,SpCond,6,us/cm,
4627,238,11/3/1997 13:30,BktVol,2745,mL,
4614,238,11/3/1997 13:30,TSP,1,ug P/L,
4624,238,11/3/1997 13:30,MRP,0.5,ug P/L,
4628,238,11/3/1997 13:30,Pb,2.5,ug/L,
4638,239,11/10/1997 13:45,NO3,0.081,mg N/L,
4639,239,11/10/1997 13:45,NO2,1.5,mg N/L,
4640,239,11/10/1997 13:45,NH4,0.039,mg N/L,
4631,239,11/10/1997 13:45,TOC,0.6,mg/L,
4633,239,11/10/1997 13:45,SOC,0.6,mg/L,
4634,239,11/10/1997 13:45,SKN,0.07,mg/L,
4635,239,11/10/1997 13:45,pH as H+,1.621366483,mol/L,
4636,239,11/10/1997 13:45,pH,5.06,standard units,
4637,239,11/10/1997 13:45,Precip,1.14,in,
4642,239,11/10/1997 13:45,SpCond,5,us/cm,
4644,239,11/10/1997 13:45,BktVol,1925,mL,
4629,239,11/10/1997 13:45,TSP,1,ug P/L,
4641,239,11/10/1997 13:45,MRP,0.5,ug P/L,
4646,239,11/10/1997 13:45,Pb,2.5,ug/L,
4653,240,2/13/1998 14:05,TN,0.23,mg N/L,
4656,240,2/13/1998 14:05,NO3,0.167,mg N/L,
4658,240,2/13/1998 14:05,NH4,0.06,mg N/L,
4666,240,2/13/1998 14:05,NO2,0.005,mg N/L,
4648,240,2/13/1998 14:05,Precip,0.86,in,
4649,240,2/13/1998 14:05,pH,4.47,standard units,
4650,240,2/13/1998 14:05,pH as H+,1.497388409,mol/L,
4657,240,2/13/1998 14:05,Ca,0.04,mg/L,
4659,240,2/13/1998 14:05,Na,0.07,mg/L,
4660,240,2/13/1998 14:05,Mg,0.02,mg/L,
4661,240,2/13/1998 14:05,K,0.005,mg/L,
4663,240,2/13/1998 14:05,SpCond,8.7,us/cm,
4665,240,2/13/1998 14:05,BktVol,1380,mL,
4652,240,2/13/1998 14:05,SO4,0.3,mg S/L,
4655,240,2/13/1998 14:05,SiO2,0.005,mg Si/L,
4647,240,2/13/1998 14:05,PO4,1.1,ug P/L,
4651,240,2/13/1998 14:05,TSP,0.5,ug P/L,
4662,240,2/13/1998 14:05,Fe,0.025,ug/L,
4672,241,2/20/1998 12:50,TN,0.29,mg N/L,
4676,241,2/20/1998 12:50,NO3,0.19,mg N/L,
4678,241,2/20/1998 12:50,NH4,0.04,mg N/L,
4686,241,2/20/1998 12:50,NO2,0.005,mg N/L,
4667,241,2/20/1998 12:50,Precip,0.45,in,
4668,241,2/20/1998 12:50,pH,4.69,standard units,
4669,241,2/20/1998 12:50,pH as H+,1.545432582,mol/L,
4677,241,2/20/1998 12:50,Ca,0.03,mg/L,
4680,241,2/20/1998 12:50,SpCond,12,us/cm,
4682,241,2/20/1998 12:50,BktVol,775,mL,
4683,241,2/20/1998 12:50,Mg,0.01,mg/L,
4684,241,2/20/1998 12:50,Na,0.06,mg/L,
4685,241,2/20/1998 12:50,K,0.005,mg/L,
4675,241,2/20/1998 12:50,SO4,0.25,mg S/L,
4670,241,2/20/1998 12:50,SiO2,0.05,mg Si/L,
4671,241,2/20/1998 12:50,TSP,1.5,ug P/L,
4674,241,2/20/1998 12:50,PO4,2.1,ug P/L,
4681,241,2/20/1998 12:50,Fe,0.025,ug/L,
4690,242,2/25/1998 12:50,TN,0.2,mg N/L,
4696,242,2/25/1998 12:50,NO3,0.13,mg N/L,
4697,242,2/25/1998 12:50,NH4,0.04,mg N/L,
4706,242,2/25/1998 12:50,NO2,0.005,mg N/L,
4693,242,2/25/1998 12:50,pH as H+,1.591273942,mol/L,
4694,242,2/25/1998 12:50,pH,4.91,standard units,
4695,242,2/25/1998 12:50,Precip,0.28,in,
4698,242,2/25/1998 12:50,Na,0.07,mg/L,
4699,242,2/25/1998 12:50,Mg,0.01,mg/L,
4700,242,2/25/1998 12:50,K,0.005,mg/L,
4702,242,2/25/1998 12:50,SpCond,8,us/cm,
4704,242,2/25/1998 12:50,Ca,0.03,mg/L,
4705,242,2/25/1998 12:50,BktVol,620,mL,
4691,242,2/25/1998 12:50,SO4,0.15,mg S/L,
4692,242,2/25/1998 12:50,SiO2,0.005,mg Si/L,
4687,242,2/25/1998 12:50,TSP,1.9,ug P/L,
4688,242,2/25/1998 12:50,PO4,1.8,ug P/L,
4701,242,2/25/1998 12:50,Fe,0.025,ug/L,
4712,243,3/10/1998 12:05,TN,0.31,mg N/L,
4716,243,3/10/1998 12:05,NO3,0.171,mg N/L,
4718,243,3/10/1998 12:05,NH4,0.07,mg N/L,
4722,243,3/10/1998 12:05,NO2,0.005,mg N/L,
4707,243,3/10/1998 12:05,Precip,1.77,in,
4708,243,3/10/1998 12:05,pH,4.56,standard units,
4709,243,3/10/1998 12:05,pH as H+,1.517322624,mol/L,
4717,243,3/10/1998 12:05,Ca,0.01,mg/L,
4719,243,3/10/1998 12:05,BktVol,3420,mL,
